calls_per_hour,avg_call_duration,contact_degree,spam_report_count,is_spam
5.65,72.35,7,0,0
3.54,129.63,5,0,0
2.32,241.86,11,1,0
3.22,248.6,7,0,0
5.67,153.44,3,0,0
5.77,232.6,7,0,0
4.36,150.42,3,1,0
43.49,5.72,0,18,1
2.51,181.83,4,0,0
45.58,19.83,0,30,1
4.56,201.32,6,0,0
48.07,3.02,0,20,1
44.98,31.48,0,15,1
72.88,26.96,0,40,1
50.15,2.23,1,18,1
7.33,186.89,4,0,0
55.19,2.04,1,23,1
4.96,174.28,6,1,0
2.12,210.63,4,0,0
1.27,255.65,5,0,0
1.29,268.55,11,0,0
4.26,300.15,5,0,0
2.31,331.8,6,0,0
1.79,199.99,11,0,0
3.43,168.4,4,0,0
1.92,284.04,7,0,0
4.12,130.67,7,0,0
4.14,157.15,5,0,0
2.87,241.9,10,0,0
61.2,4.7,0,8,1
34.16,5.48,0,11,1
1.5,367.06,12,0,0
1.31,183.86,5,0,0
95.58,11.15,0,9,1
6.74,144.18,4,0,0
3.09,177.51,11,0,0
3.7,234.48,6,0,0
4.2,214.73,4,0,0
63.42,6.02,0,15,1
1.19,116.46,1,0,0
57.93,2.67,0,7,1
1.01,127.99,8,0,0
2.6,207.8,7,0,0
1.57,146.28,5,0,0
1.71,216.59,2,0,0
3.05,203.47,11,0,0
28.76,28.1,0,17,1
1.46,190.2,7,0,0
1.94,181.79,8,0,0
1.06,221.57,5,0,0
1.16,84.14,8,0,0
1.06,191.27,13,0,0
2.08,290.03,6,0,0
5.39,151.84,6,0,0
2.44,112.28,1,0,0
50.08,13.65,0,17,1
1.81,144.02,8,1,0
38.48,12.5,0,12,1
71.95,4.15,0,12,1
1.48,192.45,6,0,0
3.43,208.28,4,0,0
45.71,2.36,0,10,1
2.83,256.97,5,1,0
8.59,73.21,6,0,0
41.66,18.06,0,21,1
1.8,311.8,3,0,0
47.86,1.33,0,20,1
1.49,120.17,6,0,0
62.88,8.32,0,16,1
5.75,140.34,3,2,0
2.75,242.73,5,0,0
82.19,5.36,0,16,1
2.23,183.95,4,0,0
54.82,12.2,1,20,1
2.38,250.27,2,0,0
3.37,197.03,6,0,0
2.79,55.66,6,1,0
4.86,189.91,3,0,0
39.9,4.08,0,8,1
4.63,164.84,3,0,0
3.44,213.89,6,0,0
2.77,158.87,10,0,0
1.64,232.29,5,0,0
0.57,183.65,4,0,0
3.96,205.73,4,0,0
86.88,12.25,0,11,1
3.7,141.98,9,0,0
5.78,70.3,3,1,0
2.49,203.29,4,0,0
93.52,15.15,1,18,1
3.12,158.52,6,0,0
64.55,7.11,0,14,1
85.36,2.01,0,13,1
37.25,17.99,0,14,1
6.12,174.97,5,0,0
62.86,6.81,1,9,1
5.21,318.34,7,0,0
3.9,131.54,9,0,0
7.34,239.47,6,0,0
45.44,1.13,0,19,1
3.3,289.95,5,0,0
2.0,142.17,6,1,0
2.58,279.78,3,0,0
6.13,268.77,8,0,0
1.88,183.51,6,0,0
3.73,193.93,6,0,0
1.52,155.72,5,0,0
2.99,121.08,6,1,0
2.65,187.8,9,0,0
2.04,156.4,5,0,0
2.45,152.77,10,0,0
0.84,123.6,3,0,0
1.15,170.37,3,0,0
5.68,228.58,2,0,0
45.48,2.68,0,11,1
47.65,4.0,0,17,1
2.77,128.93,6,0,0
2.46,90.05,6,0,0
56.37,1.53,0,28,1
40.29,1.5,0,16,1
2.3,182.31,6,0,0
53.3,14.86,0,14,1
1.04,185.24,1,0,0
32.3,10.39,0,22,1
11.78,109.4,5,0,0
3.62,102.63,7,0,0
57.96,26.09,0,13,1
2.94,266.06,5,0,0
2.49,188.4,3,0,0
4.24,126.84,8,0,0
2.21,96.0,8,0,0
52.58,19.13,0,29,1
4.42,136.61,9,1,0
2.14,252.39,6,0,0
1.03,175.95,4,0,0
5.88,155.19,2,0,0
5.67,255.14,6,0,0
2.29,160.3,6,0,0
41.42,11.01,0,9,1
2.32,194.17,5,1,0
59.89,27.64,0,4,1
77.93,1.07,1,11,1
3.06,300.81,5,0,0
2.64,99.14,7,0,0
28.53,3.01,1,17,1
77.59,7.04,0,12,1
45.96,28.14,0,21,1
3.68,194.03,17,0,0
2.07,290.78,6,0,0
30.27,3.59,0,24,1
5.09,176.49,6,0,0
1.43,149.45,6,0,0
3.04,188.66,7,0,0
43.9,32.21,0,7,1
2.91,118.81,5,0,0
12.38,191.58,6,0,0
1.83,196.87,5,0,0
3.05,122.82,5,0,0
2.92,206.65,4,0,0
8.64,146.93,6,1,0
36.5,16.18,1,29,1
1.74,228.62,8,0,0
2.36,275.24,3,0,0
1.9,136.12,2,1,0
5.02,251.26,3,0,0
4.81,101.93,7,0,0
51.07,2.79,0,15,1
2.82,237.19,6,0,0
7.71,93.44,9,0,0
4.44,242.84,5,0,0
1.46,130.78,3,0,0
41.14,6.27,0,27,1
70.51,8.12,0,17,1
7.29,102.92,4,0,0
72.22,2.73,1,8,1
5.63,210.58,3,0,0
3.36,169.84,9,0,0
40.35,4.42,0,40,1
3.6,164.1,5,0,0
7.68,186.48,5,0,0
2.0,138.16,7,0,0
2.08,176.08,7,0,0
62.07,11.72,0,7,1
1.95,142.31,3,0,0
3.58,180.97,5,0,0
3.0,238.35,7,0,0
42.36,29.3,0,16,1
1.16,140.5,4,0,0
2.86,232.33,10,0,0
36.4,18.69,0,26,1
2.46,188.28,4,0,0
2.52,158.25,3,1,0
2.87,73.9,9,0,0
33.62,1.72,0,18,1
2.0,153.89,7,0,0
3.09,139.83,7,0,0
6.56,191.22,5,0,0
90.14,4.37,0,19,1
35.89,6.85,0,8,1
1.09,100.56,9,0,0
0.99,156.17,7,0,0
6.05,138.8,7,0,0
2.73,198.63,9,0,0
0.78,302.23,7,0,0
4.52,196.13,4,0,0
1.92,177.89,5,0,0
4.35,254.61,4,0,0
85.67,13.99,0,24,1
1.91,239.66,8,0,0
3.05,109.69,3,0,0
55.76,4.57,0,12,1
38.26,5.77,0,11,1
45.9,6.5,0,14,1
2.34,126.43,6,0,0
2.7,178.12,10,0,0
2.42,224.85,4,0,0
8.52,152.6,8,0,0
2.59,184.54,6,1,0
2.81,189.41,12,0,0
5.06,25.0,3,0,0
9.66,228.56,8,0,0
3.3,185.52,8,0,0
29.71,3.33,0,18,1
3.86,156.41,3,0,0
2.33,131.15,4,0,0
73.02,1.56,0,35,1
2.7,118.6,7,0,0
30.15,17.02,0,7,1
2.25,174.69,5,0,0
2.66,119.07,2,0,0
5.02,108.75,7,0,0
51.53,2.94,0,11,1
1.45,97.0,2,0,0
53.21,12.12,0,12,1
113.32,1.86,0,39,1
3.4,194.39,6,1,0
3.9,227.34,5,0,0
43.66,6.43,1,12,1
3.97,249.39,5,0,0
8.36,190.82,5,0,0
1.75,167.74,3,0,0
6.65,335.16,4,0,0
2.06,196.3,7,0,0
4.1,214.53,7,0,0
94.75,2.06,0,19,1
2.88,193.75,3,0,0
1.98,145.29,7,0,0
45.83,6.38,0,6,1
4.29,246.37,5,0,0
68.35,19.51,0,14,1
46.88,3.01,0,15,1
3.73,262.34,4,0,0
1.84,189.49,3,0,0
35.25,5.07,0,5,1
3.72,163.13,11,0,0
0.7,199.86,2,0,0
3.38,70.22,10,1,0
2.4,152.9,9,0,0
1.52,229.36,5,0,0
4.84,130.69,4,0,0
7.63,131.61,4,0,0
6.26,157.16,8,0,0
3.97,252.88,5,0,0
3.71,172.74,9,0,0
5.37,214.35,7,0,0
1.69,224.48,3,0,0
4.47,212.02,5,1,0
1.35,262.47,9,0,0
4.65,36.24,7,0,0
50.79,3.17,0,13,1
1.78,216.8,6,0,0
2.74,162.69,5,0,0
2.01,152.98,6,0,0
49.64,2.13,0,4,1
1.47,25.0,2,0,0
6.45,184.71,5,0,0
35.18,8.46,0,9,1
3.64,175.75,4,0,0
40.66,19.69,0,33,1
4.89,347.53,6,0,0
33.76,5.72,0,14,1
2.53,136.97,8,1,0
2.31,183.59,7,1,0
2.0,113.41,6,0,0
1.07,287.23,7,0,0
42.11,2.36,0,12,1
1.31,191.28,10,0,0
7.66,226.37,11,0,0
40.77,1.77,0,10,1
3.86,157.84,4,0,0
2.17,121.24,7,0,0
3.94,197.6,10,0,0
61.74,2.0,0,18,1
5.66,167.65,2,0,0
10.5,174.29,5,0,0
49.31,5.44,0,21,1
34.78,12.2,0,19,1
45.93,3.93,0,13,1
2.5,150.86,10,0,0
2.33,250.91,3,0,0
85.59,5.7,0,9,1
30.81,14.85,0,23,1
39.01,3.62,0,13,1
1.37,135.45,6,0,0
3.79,199.94,10,0,0
2.11,77.9,4,1,0
3.63,210.26,3,0,0
40.29,11.43,0,23,1
2.94,165.13,3,0,0
2.56,131.54,8,0,0
1.94,102.84,7,1,0
3.49,231.04,4,0,0
38.61,9.86,0,21,1
52.67,10.94,0,14,1
3.13,50.61,5,0,0
3.55,118.93,5,0,0
55.34,18.84,0,25,1
1.78,168.76,6,0,0
59.86,5.83,0,29,1
61.95,21.7,0,14,1
65.23,4.42,0,19,1
5.16,338.2,6,1,0
5.07,86.43,4,0,0
3.41,216.48,6,0,0
53.83,2.39,0,16,1
7.86,213.41,2,0,0
4.66,160.59,12,1,0
29.22,4.57,0,11,1
3.4,142.91,8,0,0
39.31,5.39,0,18,1
3.53,152.24,8,0,0
3.12,162.57,6,0,0
1.52,243.6,10,0,0
39.49,1.6,0,19,1
11.7,241.65,6,0,0
76.58,13.22,0,24,1
3.89,161.08,3,1,0
3.54,240.94,3,0,0
1.33,44.65,9,0,0
50.34,13.39,0,15,1
3.65,169.01,4,0,0
6.79,161.24,2,0,0
3.24,205.94,6,0,0
4.47,134.71,3,0,0
45.18,7.71,0,36,1
60.5,1.68,0,11,1
3.85,226.04,7,0,0
2.32,74.21,8,0,0
47.11,12.18,0,22,1
95.09,3.94,0,19,1
56.55,1.9,0,21,1
3.95,246.1,9,0,0
4.47,135.95,4,0,0
6.07,177.32,6,0,0
4.67,260.53,13,0,0
49.31,24.9,0,19,1
2.02,217.93,8,0,0
65.32,24.14,0,19,1
8.87,194.52,5,0,0
4.38,186.2,4,0,0
45.92,21.19,0,12,1
90.11,9.26,1,14,1
4.1,176.88,2,0,0
2.86,95.02,2,0,0
5.41,142.13,15,0,0
101.02,6.93,0,18,1
80.85,2.3,0,35,1
2.43,139.19,3,0,0
8.24,188.38,8,0,0
5.59,78.76,3,0,0
4.96,98.77,7,1,0
2.08,226.41,5,0,0
2.74,131.14,8,0,0
54.26,12.84,0,14,1
2.78,63.87,6,0,0
3.82,181.39,7,0,0
2.0,251.71,4,0,0
1.46,25.0,7,0,0
0.81,93.49,4,0,0
0.99,144.18,5,1,0
76.12,4.0,0,6,1
35.7,1.02,0,11,1
4.33,182.38,8,0,0
56.37,6.25,0,16,1
5.58,255.46,9,0,0
1.27,113.13,5,0,0
78.08,22.19,0,39,1
34.14,4.32,0,24,1
23.37,1.32,0,17,1
75.17,16.6,0,11,1
49.07,19.19,0,22,1
3.78,208.57,8,0,0
60.96,9.21,0,9,1
2.98,55.16,4,0,0
4.49,183.58,4,0,0
41.11,5.9,0,20,1
48.07,7.96,0,20,1
2.6,265.21,4,0,0
2.12,132.15,4,0,0
7.59,128.13,5,0,0
2.62,346.1,8,0,0
31.36,3.99,0,30,1
2.48,124.01,10,0,0
49.72,1.32,0,25,1
3.22,243.57,5,0,0
4.8,215.53,4,0,0
5.7,238.28,7,0,0
3.59,226.2,6,0,0
35.04,2.96,0,14,1
53.75,2.84,0,23,1
1.83,174.43,5,0,0
37.18,5.14,0,17,1
1.88,257.43,11,0,0
3.07,253.44,9,0,0
7.18,83.93,6,0,0
4.78,199.63,9,0,0
5.06,167.44,1,0,0
87.24,5.1,0,12,1
2.49,172.41,1,0,0
1.3,224.07,7,0,0
3.23,262.54,5,0,0
4.88,273.31,3,0,0
4.56,135.92,3,0,0
5.04,91.73,3,0,0
47.23,10.18,0,11,1
33.91,17.69,0,17,1
3.4,204.68,6,0,0
37.54,12.88,0,18,1
1.65,97.49,5,0,0
2.17,116.85,5,0,0
1.96,190.71,4,0,0
55.41,12.88,0,13,1
1.63,120.31,7,0,0
1.01,295.04,7,0,0
4.29,192.2,9,0,0
6.72,218.12,4,0,0
4.52,176.11,2,0,0
3.03,178.15,9,0,0
5.5,246.46,2,1,0
2.05,152.03,5,0,0
2.9,76.56,6,0,0
2.67,222.46,2,0,0
80.22,13.96,0,31,1
3.76,202.11,7,0,0
4.16,333.63,6,0,0
42.52,2.34,0,18,1
5.1,159.37,6,0,0
6.02,131.67,10,0,0
3.44,252.64,1,0,0
1.54,276.47,3,0,0
4.47,303.07,3,0,0
1.38,101.25,8,0,0
4.38,170.15,6,0,0
27.58,5.16,0,10,1
65.95,18.0,1,36,1
39.92,9.29,0,33,1
2.13,137.83,8,0,0
2.35,235.52,6,0,0
60.74,11.45,0,10,1
54.79,3.7,0,6,1
1.17,71.28,6,0,0
37.29,39.24,0,17,1
1.32,100.8,3,0,0
2.29,94.27,10,0,0
2.31,230.44,7,0,0
1.94,202.41,8,0,0
4.05,203.94,9,0,0
2.4,60.6,7,0,0
3.94,195.44,7,1,0
1.64,196.88,8,1,0
4.33,141.79,5,0,0
1.13,50.28,8,0,0
66.38,4.55,0,15,1
2.08,187.87,7,0,0
7.8,112.28,7,0,0
1.25,209.52,8,0,0
2.58,170.83,4,0,0
1.74,161.04,10,0,0
44.46,8.68,0,20,1
65.62,17.91,0,5,1
0.84,142.0,1,0,0
40.05,22.4,0,20,1
72.59,30.41,0,12,1
78.36,3.82,0,21,1
2.21,110.78,4,0,0
28.01,13.13,0,10,1
4.69,124.48,5,0,0
1.71,132.55,12,0,0
1.87,102.41,9,0,0
2.96,139.08,7,0,0
11.06,120.69,6,0,0
67.79,8.95,0,33,1
7.84,147.51,11,0,0
4.82,86.82,7,0,0
0.85,88.22,4,0,0
4.15,194.26,6,0,0
3.09,197.57,5,0,0
7.76,272.25,5,0,0
2.06,146.33,4,0,0
3.31,214.0,1,0,0
6.11,201.65,5,0,0
29.9,27.65,0,37,1
3.52,269.7,8,0,0
72.87,1.76,0,11,1
52.94,2.19,0,27,1
64.71,3.27,0,28,1
1.8,149.4,4,0,0
2.08,238.02,7,0,0
43.02,6.18,0,29,1
4.19,257.35,6,0,0
4.23,137.92,11,0,0
55.59,3.45,0,10,1
5.51,120.75,5,1,0
5.56,204.79,5,1,0
80.35,18.6,0,12,1
5.94,205.14,6,0,0
55.42,1.56,0,17,1
2.82,184.77,5,0,0
2.29,217.28,5,0,0
69.58,2.69,0,8,1
2.46,207.37,7,0,0
2.43,217.49,6,0,0
2.5,119.57,6,0,0
3.29,236.76,4,0,0
2.05,143.21,8,1,0
1.7,130.75,4,0,0
5.64,154.73,5,0,0
1.12,142.26,2,1,0
58.13,3.7,0,31,1
1.99,217.0,3,0,0
2.2,126.14,6,0,0
1.55,204.55,4,0,0
2.45,154.39,4,0,0
1.45,241.3,4,0,0
1.29,206.51,9,0,0
5.4,272.35,4,0,0
70.1,4.67,0,12,1
60.82,31.16,0,9,1
5.55,181.31,9,0,0
4.95,144.49,5,0,0
2.85,108.35,9,0,0
2.66,168.73,8,0,0
0.8,153.08,9,0,0
82.21,28.67,0,27,1
4.32,107.39,7,0,0
2.68,212.58,8,0,0
4.1,223.75,6,0,0
49.19,7.21,0,31,1
37.28,10.52,0,25,1
35.42,22.82,0,18,1
4.18,167.16,9,1,0
59.46,8.04,0,14,1
57.52,7.6,0,17,1
8.14,140.71,4,0,0
4.52,131.81,5,0,0
9.18,165.16,4,0,0
2.37,168.27,7,0,0
6.52,260.36,3,0,0
78.45,4.2,0,21,1
5.05,154.04,6,0,0
5.57,100.58,5,0,0
3.12,179.28,5,0,0
54.06,5.96,0,5,1
2.0,258.84,6,0,0
1.13,125.6,5,0,0
2.57,173.13,4,0,0
4.34,168.12,8,0,0
2.52,142.35,12,0,0
4.92,263.97,3,0,0
2.99,158.46,5,0,0
3.49,223.49,5,0,0
6.4,255.37,4,0,0
53.86,4.04,0,19,1
1.92,198.82,9,0,0
7.82,246.41,14,1,0
8.77,99.02,4,0,0
6.47,298.34,3,0,0
36.44,7.1,0,29,1
2.54,144.45,4,0,0
1.2,269.5,5,0,0
76.58,5.36,0,14,1
61.29,14.48,0,22,1
3.69,256.08,4,0,0
3.96,169.07,7,0,0
1.35,260.32,4,0,0
2.39,210.56,3,0,0
2.97,205.74,5,0,0
7.58,194.65,7,0,0
27.07,15.7,0,8,1
55.88,26.18,0,28,1
2.74,250.06,7,0,0
26.36,6.1,0,26,1
3.41,36.54,9,0,0
1.61,105.29,3,0,0
2.5,266.29,10,0,0
52.03,17.5,0,12,1
33.27,8.58,0,30,1
2.11,144.52,5,0,0
31.71,9.23,0,10,1
2.27,162.92,3,0,0
2.03,125.63,6,0,0
2.24,162.13,4,0,0
2.17,200.84,1,0,0
52.01,8.03,1,16,1
7.67,248.27,5,0,0
8.39,25.0,6,0,0
2.35,125.3,5,0,0
1.51,171.38,4,0,0
44.29,5.42,0,10,1
6.98,51.85,5,0,0
2.97,186.18,5,0,0
3.62,251.62,7,0,0
2.6,148.32,11,0,0
42.07,23.0,0,8,1
65.75,3.4,0,9,1
47.23,11.26,0,12,1
4.49,132.26,9,0,0
78.55,20.31,0,14,1
129.66,2.83,0,13,1
5.28,253.83,5,0,0
2.58,145.87,4,0,0
4.64,154.86,14,0,0
1.81,110.58,7,0,0
38.3,5.09,0,25,1
4.33,280.89,7,0,0
1.53,220.02,2,2,0
44.56,9.19,0,16,1
4.47,193.52,8,0,0
1.79,85.71,2,0,0
5.65,280.04,9,0,0
1.15,140.73,3,0,0
107.31,1.3,0,18,1
4.11,125.37,7,0,0
42.0,5.73,0,35,1
3.14,201.1,7,0,0
46.99,2.85,0,14,1
1.38,307.47,7,0,0
27.38,8.51,0,12,1
3.91,185.56,8,0,0
2.57,110.22,7,0,0
41.14,19.32,0,38,1
1.69,140.06,6,0,0
37.34,1.48,0,6,1
51.02,4.21,0,10,1
4.72,236.24,3,0,0
2.8,143.53,5,0,0
1.56,150.16,11,0,0
0.9,266.82,7,0,0
3.92,67.51,3,0,0
49.03,2.19,0,42,1
2.79,205.3,6,0,0
1.17,110.58,7,0,0
0.79,170.61,5,0,0
3.23,143.49,6,0,0
2.63,192.04,7,0,0
2.93,157.46,8,0,0
2.88,232.65,6,0,0
4.54,179.07,10,0,0
47.45,13.22,0,23,1
4.71,208.55,5,0,0
48.53,1.18,0,11,1
3.36,181.2,7,0,0
47.04,10.04,1,12,1
5.41,246.51,3,0,0
4.53,203.7,3,0,0
86.51,7.42,0,22,1
2.57,125.49,5,0,0
1.09,151.39,3,0,0
0.91,163.8,4,0,0
2.04,163.45,6,0,0
3.72,135.99,6,0,0
1.93,25.0,5,1,0
2.95,252.35,6,0,0
1.94,128.79,7,0,0
25.17,32.44,0,8,1
3.43,241.99,2,1,0
2.16,110.9,7,0,0
1.98,240.91,4,0,0
77.51,1.05,0,22,1
3.22,256.36,6,0,0
2.06,208.2,5,0,0
4.71,241.32,4,0,0
2.3,236.03,3,0,0
2.41,243.4,5,0,0
2.69,264.83,6,1,0
1.79,134.29,4,1,0
48.36,24.81,0,19,1
1.43,163.45,3,0,0
28.52,7.7,0,10,1
2.18,164.46,11,1,0
5.77,115.23,4,0,0
42.73,2.55,0,9,1
4.96,188.73,8,0,0
3.16,89.95,5,0,0
3.2,87.81,4,0,0
2.81,240.96,5,0,0
2.66,169.73,4,0,0
22.56,9.59,0,17,1
1.0,241.3,2,0,0
2.28,211.65,7,0,0
1.47,228.07,10,0,0
40.48,20.55,0,28,1
1.41,300.51,6,0,0
4.66,109.37,8,0,0
58.33,41.78,0,28,1
29.09,1.79,0,25,1
3.15,69.69,7,0,0
45.55,7.63,0,11,1
5.7,188.66,5,0,0
1.28,139.17,4,0,0
7.55,131.44,11,0,0
2.78,232.44,8,0,0
3.29,212.44,3,0,0
40.48,7.37,0,19,1
55.36,10.23,0,20,1
3.61,259.72,7,0,0
47.77,2.32,1,26,1
0.86,297.19,7,0,0
2.62,128.73,5,0,0
3.72,212.48,9,0,0
52.63,1.49,1,21,1
1.8,216.66,6,0,0
5.76,211.84,3,1,0
74.78,2.03,0,7,1
5.23,247.0,8,0,0
1.09,104.79,8,0,0
4.67,200.0,3,0,0
115.2,3.34,0,15,1
33.4,23.12,0,26,1
85.27,12.14,0,11,1
3.06,146.47,4,0,0
3.69,188.84,7,0,0
3.9,207.65,3,0,0
6.78,183.49,6,1,0
33.43,5.05,0,22,1
2.41,161.89,6,0,0
3.17,234.39,5,0,0
1.71,119.24,8,0,0
68.28,12.54,0,20,1
37.2,5.88,0,21,1
59.08,37.48,0,35,1
58.63,5.82,1,12,1
5.7,73.16,9,0,0
2.58,135.51,12,0,0
88.81,5.18,0,12,1
3.92,195.86,4,0,0
64.42,9.29,0,32,1
0.8,208.95,4,0,0
3.68,157.47,5,0,0
1.15,176.23,9,0,0
1.36,148.27,7,1,0
41.44,1.69,0,30,1
65.98,1.48,0,13,1
3.62,215.1,9,0,0
2.21,194.45,11,0,0
3.02,130.93,4,0,0
65.32,16.78,0,18,1
4.98,162.6,7,0,0
3.66,170.1,6,0,0
2.41,201.61,6,0,0
50.86,3.77,0,25,1
61.22,3.14,0,10,1
50.67,6.95,0,15,1
0.9,263.49,10,0,0
3.45,272.24,6,0,0
5.08,146.84,7,0,0
42.03,9.78,1,18,1
4.08,226.81,8,0,0
3.51,189.62,6,0,0
4.61,134.19,3,0,0
3.89,99.63,3,0,0
79.88,18.33,0,18,1
7.01,186.84,5,1,0
1.98,97.8,12,0,0
7.0,211.67,10,0,0
62.06,17.76,0,7,1
54.13,13.89,0,24,1
57.22,12.68,1,25,1
48.12,6.65,1,16,1
53.36,12.66,0,8,1
74.12,7.55,0,10,1
36.75,7.78,0,12,1
39.36,7.47,0,18,1
1.14,84.59,6,0,0
6.53,141.59,8,0,0
40.89,7.49,0,20,1
2.55,156.39,7,0,0
47.53,5.46,0,22,1
4.27,110.61,11,0,0
5.59,126.86,6,0,0
3.09,107.64,3,0,0
70.11,2.87,0,6,1
6.34,329.91,7,0,0
1.05,190.44,6,0,0
3.34,53.59,4,0,0
86.28,5.29,0,31,1
40.1,7.59,0,6,1
91.97,18.88,0,9,1
37.96,3.52,0,8,1
30.69,10.27,0,11,1
5.0,178.27,10,1,0
1.32,182.51,8,0,0
53.1,18.73,0,7,1
52.39,2.05,0,18,1
2.61,133.24,6,0,0
33.93,9.42,0,24,1
6.28,200.34,4,0,0
71.74,12.94,0,11,1
1.11,176.03,6,0,0
70.98,24.92,0,30,1
4.37,199.92,10,0,0
5.33,231.92,5,0,0
2.16,70.46,10,0,0
4.32,209.92,3,0,0
82.14,3.09,0,15,1
4.03,152.01,7,0,0
1.6,218.51,8,0,0
71.44,9.39,0,14,1
4.69,180.85,9,0,0
2.83,77.45,8,0,0
3.68,25.0,3,0,0
31.23,1.61,0,10,1
1.24,138.58,7,0,0
54.55,45.0,0,5,1
4.09,203.75,5,0,0
7.3,156.93,2,0,0
1.94,221.59,7,0,0
2.21,233.9,2,0,0
33.19,4.09,0,24,1
53.31,4.36,0,15,1
1.66,132.18,4,0,0
3.89,248.24,8,0,0
5.6,30.75,6,0,0
56.76,13.09,0,16,1
2.16,162.03,7,1,0
1.18,271.7,2,0,0
52.56,1.18,0,23,1
5.34,103.83,5,0,0
2.15,260.76,4,0,0
47.63,5.94,0,8,1
54.38,1.44,0,14,1
2.03,121.06,7,1,0
48.41,29.39,0,18,1
2.15,265.44,7,0,0
7.51,230.81,8,0,0
56.94,2.13,0,28,1
2.66,167.86,3,1,0
3.92,28.7,9,0,0
2.92,238.59,7,0,0
3.44,279.85,9,0,0
4.18,194.98,12,0,0
1.57,110.56,6,1,0
2.16,166.77,7,0,0
1.4,237.89,8,0,0
1.29,158.52,5,0,0
3.16,137.32,8,0,0
100.91,11.31,0,15,1
2.82,209.08,9,0,0
6.3,303.12,11,0,0
45.47,4.0,0,7,1
66.94,3.01,0,15,1
5.09,261.12,8,0,0
8.06,178.11,3,0,0
1.69,180.11,7,0,0
2.18,253.31,8,0,0
4.95,91.66,8,0,0
3.46,264.68,4,0,0
6.01,197.53,6,0,0
44.58,14.61,0,16,1
1.21,174.83,3,0,0
4.93,247.13,5,0,0
4.6,100.01,3,0,0
4.03,236.62,6,0,0
3.83,129.71,6,1,0
1.4,56.79,6,0,0
8.29,196.14,4,0,0
6.82,175.06,4,1,0
38.21,13.38,0,10,1
49.48,1.89,0,20,1
1.74,153.3,4,0,0
1.29,238.76,5,0,0
3.21,142.37,7,0,0
2.06,109.91,4,0,0
95.15,7.56,0,24,1
3.08,254.57,3,0,0
6.43,161.96,3,0,0
4.19,143.33,9,2,0
2.37,222.26,8,0,0
4.77,103.86,10,0,0
54.44,8.81,0,7,1
5.43,191.89,8,0,0
4.61,114.14,7,0,0
3.09,193.1,6,0,0
2.93,190.61,4,0,0
9.96,181.93,2,1,0
2.06,134.06,7,0,0
3.0,150.05,3,0,0
4.14,167.96,10,0,0
7.55,159.53,8,0,0
1.8,167.65,6,0,0
71.38,2.71,0,24,1
51.94,1.52,0,12,1
1.64,178.55,3,0,0
2.11,102.1,10,0,0
4.67,131.79,2,0,0
4.65,256.87,6,0,0
0.96,58.06,5,0,0
3.1,154.93,12,0,0
6.97,105.86,8,0,0
59.2,21.67,0,15,1
42.59,28.82,0,16,1
45.28,9.17,0,17,1
2.73,212.68,5,0,0
0.83,114.11,4,0,0
50.22,16.1,0,11,1
0.72,302.41,4,0,0
3.25,164.58,8,0,0
58.31,1.14,0,19,1
1.74,25.0,7,0,0
6.52,140.6,6,0,0
50.56,4.76,0,29,1
2.14,277.02,6,1,0
1.69,80.69,5,0,0
27.74,1.15,0,19,1
0.99,237.23,14,0,0
38.2,8.13,0,15,1
1.04,42.85,8,0,0
33.91,1.9,0,8,1
2.68,84.77,5,0,0
4.17,303.59,8,1,0
52.51,11.93,0,16,1
1.66,243.47,8,0,0
56.17,11.39,0,17,1
1.23,119.49,7,0,0
51.18,4.68,0,26,1
2.69,206.23,11,1,0
7.36,199.89,6,0,0
44.71,2.36,0,12,1
2.18,55.9,5,0,0
59.04,15.04,0,16,1
8.67,172.94,9,0,0
0.95,87.15,3,0,0
65.91,1.88,0,7,1
52.58,22.2,0,16,1
5.4,151.19,6,0,0
6.68,127.08,8,0,0
43.75,29.59,0,15,1
1.0,63.9,7,0,0
1.51,142.19,6,0,0
2.66,277.81,5,0,0
4.71,222.75,9,0,0
3.87,137.77,7,0,0
4.76,156.87,7,0,0
60.28,4.64,0,30,1
2.85,153.38,9,0,0
1.51,150.03,9,0,0
2.63,161.64,5,0,0
3.14,239.84,3,0,0
5.05,128.69,8,0,0
3.42,164.06,9,0,0
4.21,243.48,4,0,0
29.38,2.5,0,33,1
50.96,5.19,0,38,1
4.4,180.46,10,0,0
1.47,153.89,5,0,0
3.74,227.29,5,0,0
69.64,3.92,1,27,1
75.52,42.45,0,7,1
3.06,203.69,3,0,0
2.66,203.64,5,0,0
66.68,2.56,0,14,1
39.51,6.81,0,12,1
41.9,2.57,1,28,1
34.93,1.51,0,27,1
64.9,11.19,0,12,1
1.52,162.11,4,0,0
5.96,195.87,3,0,0
47.05,25.81,0,8,1
5.29,183.14,5,2,0
2.42,197.95,7,0,0
5.5,205.12,7,0,0
2.02,195.91,9,0,0
8.77,188.93,10,0,0
1.58,169.72,3,0,0
1.54,216.24,7,0,0
69.9,4.61,0,17,1
5.5,121.3,12,0,0
1.77,135.46,12,0,0
4.59,125.56,5,1,0
91.43,1.95,0,19,1
2.01,144.55,2,0,0
4.24,153.58,6,0,0
50.94,7.33,0,8,1
47.6,2.88,0,16,1
79.06,9.49,0,9,1
1.84,216.22,5,0,0
4.09,199.39,6,0,0
